customer_id,gender,age,income_level,location
6670,Male,44,Low,72
6671,Female,53,Low,74
6672,Male,38,Medium,34
6673,Male,30,High,71
6674,Non-binary,65,High,82
6675,Male,53,Medium,61
6676,Male,49,Medium,13
6677,Male,46,Medium,71
6678,Male,21,Low,76
6679,Male,52,Low,6
6680,Non-binary,52,Low,62
6681,Non-binary,52,Low,99
6682,Female,40,Low,2
6683,Male,35,High,81
6684,Male,64,Medium,41
6685,Male,34,Low,96
6686,Male,59,Medium,33
6687,Female,61,Medium,1
6688,Female,20,Medium,26
6689,Female,57,Medium,75
6690,Female,46,Medium,98
6691,Male,42,Low,62
6692,Female,62,Low,67
6693,Female,27,Low,65
6694,Male,54,Medium,25
6695,Female,29,Low,63
6696,Male,63,Medium,60
6697,Male,41,Medium,3
6698,Male,33,Medium,74
6699,Female,46,High,57
6700,Female,47,Medium,24
6701,Female,45,Low,3
6702,Female,66,Medium,74
6703,Male,28,Low,45
6704,Female,40,Low,65
6705,Male,56,Medium,14
6706,Female,58,High,54
6707,Male,69,Low,74
6708,Female,58,High,73
6709,Male,21,Medium,41
6710,Female,43,Medium,10
6711,Female,26,Medium,28
6712,Male,63,Medium,2
6713,Non-binary,24,High,10
6714,Male,62,High,56
6715,Male,28,Medium,93
6716,Female,61,Low,73
6717,Non-binary,69,Low,65
6718,Male,51,Medium,27
6719,Male,53,Low,12
6720,Female,53,Low,97
6721,Male,23,Medium,7
6722,Male,49,Medium,68
6723,Male,68,Medium,30
6724,Male,49,Medium,29
6725,Female,18,Medium,58
6726,Female,53,Medium,7
6727,Non-binary,38,Medium,8
6728,Male,21,Medium,10
6729,Female,35,High,78
6730,Female,20,High,73
6731,Male,64,Medium,11
6732,Female,64,Medium,11
6733,Male,19,High,73
6734,Female,70,High,95
6735,Female,52,Low,22
6736,Male,42,Low,73
6737,Male,59,Medium,17
6738,Female,62,Medium,59
6739,Male,31,Low,50
6740,Non-binary,55,Medium,10
6741,Male,50,Medium,74
6742,Female,70,Medium,35
6743,Female,38,Low,84
6744,Female,47,Low,23
6745,Male,46,Medium,75
6746,Male,29,Low,63
6747,Male,61,Medium,80
6748,Female,59,Medium,12
6749,Female,65,High,86
6750,Female,61,Low,43
6751,Male,44,High,38
6752,Female,37,Medium,30
6753,Female,44,Medium,43
6754,Male,65,High,37
6755,Male,22,Medium,26
6756,Male,27,Low,18
6757,Male,30,Medium,76
6758,Non-binary,48,Low,62
6759,Male,31,Medium,18
6760,Non-binary,26,High,1
6761,Female,45,Medium,16
6762,Female,34,Low,24
6763,Female,45,Medium,51
6764,Female,40,Medium,77
6765,Male,37,Medium,99
6766,Female,62,Low,68
6767,Female,67,Medium,31
6768,Non-binary,65,Low,55
6769,Male,19,Medium,85
6770,Female,49,Medium,17
6771,Male,21,High,30
6772,Male,32,Low,51
6773,Female,41,Medium,20
6774,Female,19,Medium,53
6775,Male,40,Low,27
6776,Female,66,Medium,11
6777,Female,37,High,71
6778,Non-binary,47,Medium,21
6779,Female,56,Medium,57
6780,Male,51,High,8
6781,Male,67,Low,85
6782,Male,49,Medium,63
6783,Male,38,Medium,30
6784,Female,25,Medium,36
6785,Female,24,High,52
6786,Male,70,Medium,71
6787,Male,35,Medium,72
6788,Male,43,Medium,63
6789,Female,19,High,65
6790,Female,66,High,4
6791,Male,18,Low,10
6792,Non-binary,18,Medium,80
6793,Non-binary,44,Low,82
6794,Male,51,High,49
6795,Male,31,Medium,70
6796,Female,65,Low,79
6797,Male,68,Low,23
6798,Male,47,Medium,38
6799,Male,37,Low,63
6800,Male,53,Medium,74
6801,Female,26,High,2
6802,Male,46,Medium,73
6803,Male,70,Low,21
6804,Female,68,Medium,1
6805,Male,45,Medium,29
6806,Male,63,Medium,43
6807,Non-binary,53,Low,97
6808,Male,68,Medium,70
6809,Male,58,Low,50
6810,Female,55,Medium,44
6811,Male,64,Low,99
6812,Male,25,Low,86
6813,Female,19,High,7
6814,Male,51,Low,95
6815,Male,26,Medium,73
6816,Male,47,Medium,43
6817,Female,56,Medium,53
6818,Male,18,Medium,86
6819,Male,52,Low,38
6820,Female,63,Low,23
6821,Male,51,Medium,5
6822,Male,49,Medium,67
6823,Female,54,Low,37
6824,Male,32,Medium,50
6825,Non-binary,51,High,38
6826,Female,62,Low,8
6827,Female,34,Medium,81
6828,Female,27,Low,49
6829,Male,21,Medium,65
6830,Male,66,Medium,13
6831,Female,53,High,88
6832,Female,27,Low,27
6833,Male,54,Medium,2
6834,Male,24,High,66
6835,Male,65,Medium,43
6836,Male,33,Medium,26
6837,Female,21,Medium,46
6838,Female,48,Low,29
6839,Male,41,High,71
6840,Male,41,High,47
6841,Male,32,Medium,66
6842,Non-binary,51,Low,69
6843,Male,68,Medium,34
6844,Male,24,Low,100
6845,Male,42,Medium,19
6846,Female,50,Medium,82
6847,Non-binary,24,Low,33
6848,Male,41,Low,62
6849,Female,68,High,55
6850,Female,26,Medium,49
6851,Female,68,Medium,94
6852,Male,68,Low,28
6853,Male,36,Medium,67
6854,Female,67,Medium,47
6855,Male,55,Low,60
6856,Female,56,Low,8
6857,Non-binary,24,Medium,62
6858,Female,38,Medium,29
6859,Female,70,Low,45
6860,Female,49,Low,95
6861,Male,31,Medium,5
6862,Female,55,Medium,78
6863,Female,44,Medium,77
6864,Male,47,Medium,44
6865,Female,28,Low,33
6866,Female,70,High,52
6867,Female,25,Medium,32
6868,Male,33,Medium,60
6869,Male,60,Low,15
6870,Female,58,Low,65
6871,Female,19,Low,27
6872,Male,49,Medium,11
6873,Male,19,Medium,78
6874,Male,46,Medium,15
6875,Male,25,Medium,40
6876,Female,67,Medium,91
6877,Male,65,Medium,76
6878,Male,27,High,82
6879,Female,51,Low,76
6880,Non-binary,26,High,54
6881,Male,22,Medium,89
6882,Male,21,Medium,73
6883,Male,45,Medium,43
6884,Female,36,Low,11
6885,Female,59,Medium,23
6886,Male,70,Low,79
6887,Male,31,Medium,40
6888,Non-binary,29,High,51
6889,Male,41,High,90
6890,Male,60,Low,68
6891,Female,36,Medium,96
6892,Male,68,Medium,9
6893,Male,38,Medium,30
6894,Male,62,Medium,12
6895,Female,21,High,75
6896,Male,61,High,61
6897,Female,49,Low,34
6898,Male,58,High,9
6899,Male,56,Medium,9
6900,Female,58,Medium,5
6901,Male,25,Medium,76
6902,Female,62,Medium,34
6903,Male,62,High,89
6904,Male,36,High,23
6905,Male,39,Medium,50
6906,Female,69,Medium,23
6907,Male,40,Low,65
6908,Female,52,Medium,61
6909,Male,42,High,9
6910,Male,27,High,39
6911,Male,44,Low,23
6912,Female,57,Low,91
6913,Female,20,Medium,80
6914,Female,18,Low,21
6915,Female,34,Medium,74
6916,Female,61,Medium,15
6917,Female,54,High,46
6918,Female,45,Medium,66
6919,Female,65,Low,25
6920,Male,18,Medium,96
6921,Female,29,Medium,27
6922,Male,50,Medium,50
6923,Female,42,Medium,41
6924,Female,70,Medium,14
6925,Non-binary,55,Low,49
6926,Male,43,Low,9
6927,Male,70,Medium,58
6928,Male,61,High,16
6929,Female,50,Medium,47
6930,Female,35,Medium,1
6931,Female,56,Medium,9
6932,Female,65,Medium,87
6933,Female,36,Medium,49
6934,Male,22,High,83
6935,Male,21,Medium,65
6936,Female,22,Medium,73
6937,Female,37,Medium,32
6938,Female,21,Medium,22
6939,Non-binary,20,Medium,62
6940,Female,51,Low,97
6941,Female,37,Medium,59
6942,Female,57,Medium,16
6943,Female,18,Low,40
6944,Female,27,Medium,79
6945,Female,37,Medium,66
6946,Female,62,Low,39
6947,Female,61,Medium,99
6948,Female,68,Low,47
6949,Female,65,Low,77
6950,Female,52,Medium,88
6951,Female,31,Medium,4
6952,Male,33,High,34
6953,Non-binary,59,Medium,90
6954,Male,31,Low,98
6955,Female,44,Low,52
6956,Male,45,Medium,84
6957,Male,21,Low,49
6958,Male,60,Medium,94
6959,Male,36,Low,17
6960,Female,59,Medium,35
6961,Female,59,Medium,11
6962,Female,52,Medium,5
6963,Non-binary,42,Low,2
6964,Female,58,Medium,58
6965,Male,42,Medium,1
6966,Male,52,Low,82
6967,Male,50,Medium,32
6968,Male,22,Low,43
6969,Female,45,Low,26
6970,Male,28,Medium,92
6971,Male,53,Medium,56
6972,Female,50,High,39
6973,Female,66,Medium,1
6974,Male,43,Medium,50
6975,Non-binary,30,Medium,39
6976,Male,59,Low,58
6977,Female,47,Medium,10
6978,Male,35,Low,17
6979,Male,42,Medium,83
6980,Male,24,Medium,35
6981,Male,28,Medium,38
6982,Male,63,Medium,79
6983,Non-binary,42,Low,100
6984,Non-binary,22,High,7
6985,Male,57,Medium,12
6986,Male,25,Medium,51
6987,Female,42,Medium,98
6988,Female,26,High,78
6989,Male,39,Medium,82
6990,Female,62,High,39
6991,Male,68,High,7
6992,Female,21,Low,10
6993,Male,37,High,25
6994,Female,23,Low,81
6995,Male,34,High,38
6996,Female,27,Low,74
6997,Male,45,Medium,26
6998,Male,68,High,58
6999,Female,29,Low,22
7000,Non-binary,64,Medium,30
7001,Male,34,Medium,13
7002,Male,65,Low,82
7003,Female,21,Medium,42
7004,Female,50,Low,4
7005,Male,44,Medium,40
7006,Female,61,Medium,30
7007,Non-binary,41,Medium,65
7008,Male,50,Low,14
7009,Male,23,Medium,5
7010,Male,54,High,72
7011,Non-binary,36,Medium,71
7012,Female,26,Medium,60
7013,Female,27,Low,76
7014,Non-binary,21,High,70
7015,Female,40,High,33
7016,Female,62,Medium,3
7017,Female,70,Medium,6
7018,Male,67,Medium,93
7019,Male,23,High,12
7020,Non-binary,29,Low,48
7021,Female,25,Medium,38
7022,Female,50,Medium,92
7023,Male,62,Low,63
7024,Female,54,Medium,1
7025,Female,61,Low,83
7026,Female,55,Low,86
7027,Male,18,High,97
7028,Male,46,High,64
7029,Female,35,Low,72
7030,Male,40,Medium,89
7031,Male,29,Medium,92
7032,Female,60,Medium,27
7033,Female,63,High,41
7034,Female,53,Medium,12
7035,Female,42,Medium,29
7036,Male,66,Medium,38
7037,Male,37,Medium,79
7038,Female,60,Low,91
7039,Female,58,Low,43
7040,Female,55,Medium,82
7041,Male,56,Medium,35
7042,Female,55,Low,1
7043,Female,34,Medium,91
7044,Male,25,Low,43
7045,Male,61,Medium,86
7046,Female,34,High,58
7047,Female,40,Low,94
7048,Female,68,Medium,40
7049,Male,45,Medium,13
7050,Female,31,Medium,83
7051,Female,42,Low,32
7052,Male,51,Low,50
7053,Female,33,Medium,2
7054,Male,31,Low,26
7055,Female,56,Medium,39
7056,Male,36,Medium,54
7057,Male,18,Medium,49
7058,Male,34,Medium,11
7059,Female,53,Medium,83
7060,Female,24,Low,58
7061,Male,31,High,96
7062,Non-binary,29,Medium,58
7063,Male,61,Medium,69
7064,Female,56,High,20
7065,Male,25,Low,59
7066,Male,48,Medium,85
7067,Male,58,Medium,8
7068,Male,22,Low,69
7069,Male,35,Medium,70
7070,Female,26,Medium,32
7071,Male,43,Medium,39
7072,Male,19,High,91
7073,Female,43,High,93
7074,Male,50,Medium,58
7075,Non-binary,47,Low,41
7076,Non-binary,64,Medium,69
7077,Male,21,Low,54
7078,Female,40,Low,72
7079,Male,54,High,74
7080,Male,41,Medium,50
7081,Female,28,Low,81
7082,Male,40,High,42
7083,Male,48,Low,93
7084,Female,28,High,24
7085,Female,25,Medium,93
7086,Male,34,Low,12
7087,Female,57,High,10
7088,Non-binary,24,Medium,69
7089,Male,32,Medium,44
7090,Male,18,Medium,46
7091,Female,40,Low,89
7092,Male,19,Low,42
7093,Male,54,Low,55
7094,Male,50,High,35
7095,Female,39,Medium,36
7096,Female,37,Medium,7
7097,Male,59,Medium,81
7098,Male,49,Low,12
7099,Non-binary,59,Medium,97
7100,Male,27,High,32
7101,Female,65,Low,4
7102,Female,70,Low,40
7103,Female,62,Medium,25
7104,Female,67,Low,18
7105,Female,65,Medium,82
7106,Non-binary,30,High,1
7107,Female,54,High,55
7108,Male,22,Medium,60
7109,Female,32,High,98
7110,Female,65,Low,10
7111,Non-binary,39,Medium,41
7112,Male,52,Low,89
7113,Male,57,Low,57
7114,Male,26,Low,42
7115,Male,54,Medium,25
7116,Male,26,Medium,52
7117,Male,26,Medium,66
7118,Female,52,Low,85
7119,Male,39,Low,99
7120,Female,23,Medium,84
7121,Non-binary,45,Low,57
7122,Female,29,Medium,85
7123,Female,64,Medium,95
7124,Female,23,Medium,70
7125,Non-binary,23,Medium,66
7126,Male,59,Low,4
7127,Female,61,High,24
7128,Non-binary,38,High,57
7129,Female,47,Medium,31
7130,Female,59,Low,59
7131,Male,43,Low,96
7132,Female,48,Medium,84
7133,Non-binary,55,Medium,37
7134,Male,33,Low,8
7135,Female,40,Medium,54
7136,Male,62,Low,57
7137,Female,54,Low,81
7138,Female,65,High,18
7139,Female,39,Low,71
7140,Male,24,Medium,38
7141,Female,62,Low,98
7142,Female,22,Low,99
7143,Male,65,Medium,75
7144,Male,41,High,2
7145,Male,42,High,52
7146,Male,45,Medium,81
7147,Female,50,Medium,94
7148,Female,65,Medium,21
7149,Male,57,Low,63
7150,Male,32,Low,29
7151,Female,51,High,15
7152,Male,54,Low,63
7153,Female,19,High,17
7154,Female,43,Low,44
7155,Female,30,High,15
7156,Female,41,Low,62
7157,Male,64,Medium,94
7158,Female,36,Medium,24
7159,Male,46,Medium,32
7160,Male,32,Low,38
7161,Male,22,Medium,29
7162,Female,41,Low,34
7163,Female,53,Low,32
7164,Female,49,High,91
7165,Non-binary,36,Medium,8
7166,Male,46,Medium,42
7167,Female,61,Medium,98
7168,Male,63,High,43
7169,Male,27,Low,51
7170,Female,19,High,4
7171,Male,29,Medium,33
7172,Male,51,High,10
7173,Male,66,High,100
7174,Male,33,Low,98
7175,Female,44,High,87
7176,Male,19,Medium,93
7177,Male,18,High,41
7178,Female,42,Low,40
7179,Male,56,High,24
7180,Male,28,Medium,35
7181,Female,38,Low,55
7182,Male,60,Medium,23
7183,Female,40,High,9
7184,Female,54,Medium,6
7185,Male,51,Medium,38
7186,Male,18,Low,66
7187,Male,67,Medium,36
7188,Male,70,Low,74
7189,Female,39,Medium,65
7190,Male,23,High,96
7191,Female,32,Medium,18
7192,Female,44,Medium,51
7193,Non-binary,48,High,68
7194,Female,58,High,98
7195,Female,47,High,100
7196,Male,40,High,55
7197,Male,41,Medium,7
7198,Male,62,Medium,6
7199,Non-binary,51,Medium,14
7200,Male,50,Medium,26
7201,Female,32,Medium,48
7202,Male,63,Low,15
7203,Male,47,Medium,10
7204,Non-binary,56,Low,61
7205,Male,40,Medium,26
7206,Female,30,Low,60
7207,Male,70,Medium,41
7208,Non-binary,22,Medium,10
7209,Male,69,Medium,27
7210,Female,58,Low,26
7211,Female,55,Medium,2
7212,Female,45,Medium,52
7213,Male,44,Low,10
7214,Non-binary,44,High,95
7215,Female,57,Low,58
7216,Female,26,High,79
7217,Non-binary,40,High,22
7218,Female,33,Medium,25
7219,Non-binary,32,Medium,96
7220,Female,36,Medium,14
7221,Female,49,Medium,58
7222,Female,49,High,93
7223,Male,41,Medium,67
7224,Male,22,Medium,90
7225,Female,47,High,86
7226,Female,62,Medium,2
7227,Female,19,Medium,16
7228,Male,64,Medium,75
7229,Female,42,High,63
7230,Male,34,High,59
7231,Male,67,Low,100
7232,Male,52,Low,89
7233,Male,34,Medium,20
7234,Female,30,Low,62
7235,Female,59,Medium,35
7236,Male,66,Low,25
7237,Male,59,Medium,82
7238,Male,36,Medium,60
7239,Female,62,Low,29
7240,Male,67,High,4
7241,Male,18,Medium,27
7242,Male,60,High,50
7243,Male,31,Medium,43
7244,Female,70,High,34
7245,Male,37,Low,72
7246,Female,47,Medium,48
7247,Non-binary,18,Low,52
7248,Male,45,Low,44
7249,Male,31,Medium,4
7250,Female,44,High,26
7251,Male,49,Medium,8
7252,Female,41,Medium,45
7253,Female,45,Medium,29
7254,Male,23,Low,4
7255,Male,50,Low,68
7256,Non-binary,38,Medium,39
7257,Female,26,Medium,64
7258,Female,58,Low,29
7259,Female,67,High,71
7260,Female,29,Low,49
7261,Male,26,High,6
7262,Female,50,High,2
7263,Female,62,Low,74
7264,Male,20,High,1
7265,Male,41,High,75
7266,Female,18,Low,63
7267,Female,19,Low,86
7268,Male,58,High,9
7269,Female,65,Low,60
7270,Male,54,Medium,77
7271,Non-binary,30,Low,65
7272,Male,57,Low,13
7273,Male,70,Low,30
7274,Female,52,Low,85
7275,Male,69,Medium,18
7276,Male,20,High,66
7277,Female,67,Medium,94
7278,Male,61,Medium,49
7279,Female,48,High,32
7280,Female,38,Medium,25
7281,Non-binary,39,Medium,99
7282,Male,40,Medium,34
7283,Male,63,Low,78
7284,Female,40,High,97
7285,Female,47,Medium,89
7286,Male,22,Medium,93
7287,Male,57,Low,90
7288,Female,49,Low,24
7289,Male,36,Medium,99
7290,Female,63,Medium,38
7291,Male,20,Low,26
7292,Male,27,Low,68
7293,Female,60,Medium,41
7294,Female,67,Medium,38
7295,Male,66,Medium,48
7296,Male,59,Low,96
7297,Non-binary,33,High,1
7298,Non-binary,31,Low,52
7299,Male,57,Low,4
7300,Female,22,Medium,37
7301,Female,19,Medium,32
7302,Male,50,Low,45
7303,Male,42,High,24
7304,Female,32,Low,11
7305,Female,31,Low,92
7306,Female,59,High,61
7307,Male,19,Low,86
7308,Female,29,High,37
7309,Male,64,Low,78
7310,Female,40,Medium,10
7311,Male,30,Low,31
7312,Male,70,Medium,32
7313,Female,18,Medium,7
7314,Male,61,Medium,50
7315,Male,64,Medium,72
7316,Female,59,Medium,23
7317,Male,32,Medium,12
7318,Male,39,Low,70
7319,Male,25,Medium,21
7320,Female,30,High,68
7321,Female,55,Medium,10
7322,Male,53,Medium,37
7323,Male,67,Medium,65
7324,Male,22,Low,11
7325,Female,46,Low,33
7326,Female,61,High,35
7327,Non-binary,24,Medium,59
7328,Male,61,Medium,88
7329,Non-binary,59,Medium,60
7330,Female,22,Medium,2
7331,Male,58,Medium,93
7332,Female,24,Medium,62
7333,Female,69,Medium,87
7334,Male,45,Low,65
7335,Male,30,High,100
7336,Male,54,Medium,1
7337,Male,68,Low,56
7338,Female,42,Medium,61
7339,Male,65,Medium,23
7340,Female,20,Medium,39
7341,Male,32,Medium,64
7342,Female,24,Low,79
7343,Non-binary,67,Medium,41
7344,Male,28,Medium,58
7345,Female,54,Medium,80
7346,Male,27,High,4
7347,Female,31,Medium,52
7348,Male,53,Low,48
7349,Male,20,High,35
7350,Male,41,Medium,7
7351,Male,24,High,35
7352,Female,51,High,79
7353,Male,40,High,92
7354,Female,41,High,70
7355,Female,32,Medium,72
7356,Male,55,Low,82
7357,Female,28,Low,99
7358,Male,56,Low,31
7359,Male,58,Medium,86
7360,Male,48,Medium,79
7361,Male,23,Low,63
7362,Male,29,Low,57
7363,Male,64,High,50
7364,Male,69,High,18
7365,Female,59,High,18
7366,Male,30,Medium,23
7367,Male,51,Medium,57
7368,Male,29,Low,49
7369,Female,52,Medium,57
7370,Female,70,High,63
7371,Female,62,High,64
7372,Male,53,High,85
7373,Male,62,High,35
7374,Female,60,Low,58
7375,Female,52,Low,64
7376,Female,39,Medium,23
7377,Male,28,Medium,20
7378,Male,23,Low,91
7379,Female,27,High,43
7380,Female,24,Medium,96
7381,Male,50,Medium,48
7382,Non-binary,42,Medium,26
7383,Female,36,Medium,4
7384,Male,43,Low,80
7385,Male,51,High,2
7386,Male,25,High,68
7387,Male,26,Medium,4
7388,Female,27,Medium,99
7389,Male,28,Low,9
7390,Female,52,Low,6
7391,Male,24,Low,22
7392,Female,40,Medium,88
7393,Female,32,High,62
7394,Female,29,Medium,48
7395,Female,44,Low,85
7396,Male,55,High,66
7397,Female,45,Low,72
7398,Female,51,High,75
7399,Male,37,High,22
7400,Female,52,Medium,52
7401,Female,28,High,84
7402,Female,33,Medium,76
7403,Male,58,Medium,44
7404,Male,67,Low,79
7405,Male,30,Medium,56
7406,Male,19,High,35
7407,Female,67,Low,43
7408,Female,66,Medium,13
7409,Female,26,Medium,25
7410,Female,69,Medium,90
7411,Female,26,Low,68
7412,Male,54,Medium,38
7413,Female,41,High,1
7414,Female,60,High,12
7415,Non-binary,32,Medium,42
7416,Female,51,Medium,87
7417,Male,48,Low,51
7418,Female,61,Medium,72
7419,Male,28,Medium,10
7420,Female,32,High,36
7421,Male,45,Medium,80
7422,Non-binary,35,High,32
7423,Male,21,Low,68
7424,Male,33,High,7
7425,Male,50,High,36
7426,Female,38,Medium,55
7427,Non-binary,39,Low,35
7428,Non-binary,70,Low,72
7429,Male,32,Low,27
7430,Female,69,Low,2
7431,Male,56,High,38
7432,Male,54,Low,50
7433,Male,68,Low,29
7434,Male,59,High,21
7435,Female,31,Medium,33
7436,Male,24,Medium,82
7437,Female,68,Medium,14
7438,Female,60,High,55
7439,Male,50,Medium,56
7440,Female,55,Medium,18
7441,Male,21,High,97
7442,Male,40,Low,75
7443,Male,62,Low,52
7444,Female,52,Low,74
7445,Female,64,Medium,61
7446,Male,23,High,41
7447,Female,24,Medium,91
7448,Male,40,Low,46
7449,Male,24,Medium,96
7450,Male,51,Low,62
7451,Female,21,Medium,50
7452,Female,54,Medium,8
7453,Female,40,High,99
7454,Non-binary,50,Medium,100
7455,Male,24,Medium,98
7456,Male,26,Low,9
7457,Female,70,Medium,63
7458,Male,41,Low,29
7459,Non-binary,67,Medium,77
7460,Male,63,Medium,13
7461,Female,32,Medium,40
7462,Non-binary,62,Medium,2
7463,Male,52,High,53
7464,Male,19,Medium,66
7465,Female,48,Medium,24
7466,Female,35,Medium,69
7467,Non-binary,46,Medium,19
7468,Male,46,High,45
7469,Female,42,High,23
7470,Non-binary,24,Low,10
7471,Male,38,Medium,93
7472,Male,65,Medium,87
7473,Male,57,High,27
7474,Male,48,Medium,17
7475,Female,24,Low,50
7476,Female,50,Low,94
7477,Non-binary,64,Low,82
7478,Male,38,Medium,21
7479,Male,60,Low,54
7480,Female,46,Medium,59
7481,Non-binary,51,Low,74
7482,Female,38,High,9
7483,Female,37,Low,32
7484,Male,23,Medium,93
7485,Male,22,Medium,66
7486,Female,21,Low,1
7487,Female,24,Medium,44
7488,Female,39,Medium,64
7489,Male,70,High,28
7490,Female,55,Medium,29
7491,Female,62,Low,58
7492,Male,35,Low,1
7493,Male,28,Low,54
7494,Non-binary,64,Low,5
7495,Male,37,Medium,36
7496,Female,49,Low,17
7497,Male,24,High,10
7498,Female,18,Medium,43
7499,Non-binary,26,High,97
7500,Female,57,Low,58
7501,Male,44,High,39
7502,Male,62,High,23
7503,Male,46,Low,100
7504,Male,28,Medium,5
7505,Female,51,High,42
7506,Female,61,Low,20
7507,Non-binary,22,Medium,80
7508,Male,19,Medium,78
7509,Female,34,High,26
7510,Male,36,Medium,40
7511,Male,24,Medium,17
7512,Non-binary,64,Medium,26
7513,Non-binary,33,High,7
7514,Non-binary,21,High,41
7515,Female,27,High,10
7516,Male,18,Low,60
7517,Male,40,Medium,80
7518,Female,38,Low,20
7519,Male,49,High,85
7520,Male,45,Medium,63
7521,Female,42,Low,36
7522,Female,39,Medium,77
7523,Male,60,Low,34
7524,Female,60,Low,54
7525,Female,45,Medium,91
7526,Female,42,Low,81
7527,Female,49,High,27
7528,Female,44,Low,69
7529,Male,22,Medium,19
7530,Female,20,Medium,36
7531,Non-binary,45,Low,98
7532,Female,34,Medium,13
7533,Female,18,Low,84
7534,Female,56,High,92
7535,Female,68,Low,99
7536,Female,47,Low,39
7537,Male,37,Medium,99
7538,Male,63,Low,16
7539,Non-binary,36,High,5
7540,Non-binary,35,Medium,76
7541,Female,29,Medium,39
7542,Non-binary,56,High,5
7543,Male,57,Medium,89
7544,Male,66,High,93
7545,Male,21,Low,59
7546,Female,64,Low,60
7547,Male,20,Low,15
7548,Male,61,Low,61
7549,Male,66,Medium,53
7550,Male,27,Medium,80
7551,Female,25,Medium,94
7552,Non-binary,24,Low,60
7553,Male,49,Medium,97
7554,Male,57,Medium,20
7555,Male,34,Low,12
7556,Female,43,Low,35
7557,Female,22,Medium,8
7558,Non-binary,56,High,98
7559,Non-binary,51,Medium,71
7560,Male,25,Medium,40
7561,Male,46,Medium,74
7562,Male,67,Medium,34
7563,Female,65,Medium,98
7564,Male,53,Medium,83
7565,Non-binary,53,Low,76
7566,Male,37,Low,88
7567,Female,23,Medium,55
7568,Male,33,Medium,8
7569,Male,58,Low,39
7570,Male,23,Low,49
7571,Male,41,Medium,100
7572,Female,61,High,80
7573,Male,56,Low,32
7574,Non-binary,27,Low,78
7575,Male,54,Low,58
7576,Female,34,Medium,63
7577,Female,39,Medium,36
7578,Male,69,Medium,24
7579,Non-binary,32,High,44
7580,Male,47,High,52
7581,Male,41,Medium,36
7582,Female,36,Medium,21
7583,Non-binary,51,Medium,71
7584,Male,52,Low,44
7585,Female,20,Medium,81
7586,Female,46,Medium,29
7587,Male,66,Low,93
7588,Male,34,Medium,13
7589,Female,49,Low,100
7590,Male,27,High,6
7591,Female,26,Medium,20
7592,Non-binary,60,Medium,16
7593,Male,64,Medium,63
7594,Male,56,Low,84
7595,Male,65,High,95
7596,Female,24,High,41
7597,Male,42,Low,7
7598,Female,25,Low,80
7599,Male,53,High,39
7600,Female,26,Low,20
7601,Non-binary,41,High,47
7602,Male,30,High,18
7603,Female,21,Medium,79
7604,Male,52,Low,43
7605,Female,59,Medium,74
7606,Female,48,Medium,51
7607,Female,66,Low,71
7608,Female,42,Medium,16
7609,Male,25,Low,10
7610,Female,36,High,27
7611,Non-binary,60,Medium,78
7612,Male,62,Medium,69
7613,Female,49,Medium,58
7614,Female,22,High,73
7615,Non-binary,54,High,10
7616,Female,40,Medium,89
7617,Male,36,High,64
7618,Male,42,Low,31
7619,Male,41,Medium,100
7620,Male,53,High,48
7621,Male,54,Low,2
7622,Female,26,Low,34
7623,Female,69,High,4
7624,Female,65,High,71
7625,Male,58,Low,26
7626,Male,23,Low,36
7627,Male,19,High,9
7628,Female,62,Medium,36
7629,Female,52,Low,75
7630,Male,22,Medium,59
7631,Non-binary,50,Low,17
7632,Male,29,High,53
7633,Male,66,Low,37
7634,Male,36,High,98
7635,Male,21,Medium,12
7636,Male,48,Medium,98
7637,Male,52,Medium,35
7638,Female,28,Medium,14
7639,Female,29,High,18
7640,Male,56,Medium,36
7641,Female,32,High,96
7642,Male,70,High,49
7643,Female,51,High,58
7644,Female,30,Medium,5
7645,Male,25,Medium,81
7646,Male,54,Low,64
7647,Female,64,High,50
7648,Female,27,Medium,87
7649,Female,44,Low,33
7650,Male,60,Low,80
7651,Male,41,High,65
7652,Female,35,Medium,5
7653,Female,36,High,92
7654,Non-binary,41,Low,32
7655,Male,45,High,89
7656,Female,30,High,23
7657,Female,31,High,19
7658,Male,56,Medium,74
7659,Male,64,High,58
7660,Male,30,Medium,92
7661,Female,25,Low,52
7662,Female,52,Medium,83
7663,Female,66,Medium,49
7664,Female,53,High,12
7665,Male,23,High,42
7666,Male,48,Medium,21
7667,Male,31,Medium,32
7668,Female,19,Medium,8
7669,Female,61,Low,87
7670,Female,37,Medium,65
7671,Female,56,Low,15
7672,Male,47,Low,47
7673,Female,60,Medium,51
7674,Non-binary,26,Medium,20
7675,Female,56,Low,42
7676,Male,37,High,99
7677,Female,31,Low,84
7678,Male,54,Medium,17
7679,Male,64,High,20
7680,Female,26,High,15
7681,Male,68,High,91
7682,Male,49,Low,29
7683,Male,25,Medium,81
7684,Male,22,Medium,78
7685,Female,40,Low,12
7686,Male,65,High,22
7687,Female,36,Medium,10
7688,Female,63,Low,20
7689,Female,66,Low,55
7690,Female,23,Medium,75
7691,Male,46,Medium,96
7692,Male,30,Medium,79
7693,Non-binary,54,Medium,34
7694,Female,54,Medium,33
7695,Male,46,Low,41
7696,Non-binary,39,Low,20
7697,Female,39,Medium,5
7698,Female,28,Medium,34
7699,Female,49,Medium,60
7700,Female,26,Medium,34
